_id,timestamp,device_id,battery_start,battery_end,double_end_timestamp
452,1500215178439,94311892-eecf-4de6-b127-2639da1764a7,45,45,1500215178775
453,1500215182233,94311892-eecf-4de6-b127-2639da1764a7,45,45,1500215183530
454,1500215184215,94311892-eecf-4de6-b127-2639da1764a7,45,45,1500215185899
455,1500215186566,94311892-eecf-4de6-b127-2639da1764a7,45,45,1500215186948
456,1500215187646,94311892-eecf-4de6-b127-2639da1764a7,45,45,1500215188081
457,1500215188735,94311892-eecf-4de6-b127-2639da1764a7,45,45,1500215189130
458,1500215190794,94311892-eecf-4de6-b127-2639da1764a7,45,45,1500215191698
595,1500217126650,815717e9-cd15-4d4e-b35c-a0206bc0aa24,63,7,1500257186471
459,1500241508504,94311892-eecf-4de6-b127-2639da1764a7,100,43,1500972559251
60,1500242413701,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,87,1500244054097
61,1500245183637,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,64,1500252986755
1157,1500247957654,d58c3cb9-2543-4258-8695-ac3e310ba3ac,19,6,1500249233016
1158,1500251749044,d58c3cb9-2543-4258-8695-ac3e310ba3ac,42,11,1500256003315
62,1500253892753,0c735596-1a1c-4a35-bb02-55d90c4f86ac,77,78,1500254617582
63,1500258187080,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,97,1500258477767
596,1500258785721,815717e9-cd15-4d4e-b35c-a0206bc0aa24,25,25,1500258786001
597,1500258786275,815717e9-cd15-4d4e-b35c-a0206bc0aa24,25,25,1500258786519
598,1500258786625,815717e9-cd15-4d4e-b35c-a0206bc0aa24,25,25,1500258786958
599,1500258787616,815717e9-cd15-4d4e-b35c-a0206bc0aa24,25,25,1500258788063
600,1500259524070,815717e9-cd15-4d4e-b35c-a0206bc0aa24,28,28,1500259524280
601,1500259525450,815717e9-cd15-4d4e-b35c-a0206bc0aa24,28,28,1500259526403
602,1500260071645,815717e9-cd15-4d4e-b35c-a0206bc0aa24,31,31,1500260075896
603,1500260210757,815717e9-cd15-4d4e-b35c-a0206bc0aa24,32,32,1500260211576
604,1500260227400,815717e9-cd15-4d4e-b35c-a0206bc0aa24,32,32,1500260230083
605,1500260312827,815717e9-cd15-4d4e-b35c-a0206bc0aa24,33,33,1500260323352
606,1500260341698,815717e9-cd15-4d4e-b35c-a0206bc0aa24,33,25,1500280812753
64,1500260747276,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,87,1500261717828
65,1500262382838,0c735596-1a1c-4a35-bb02-55d90c4f86ac,92,72,1500265954022
66,1500266824068,0c735596-1a1c-4a35-bb02-55d90c4f86ac,81,70,1500267954264
67,1500278393759,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,84,1500279696913
607,1500282063716,815717e9-cd15-4d4e-b35c-a0206bc0aa24,38,38,1500282064760
608,1500283811265,815717e9-cd15-4d4e-b35c-a0206bc0aa24,58,58,1500283813071
609,1500283818171,815717e9-cd15-4d4e-b35c-a0206bc0aa24,58,58,1500284578724
610,1500284578860,815717e9-cd15-4d4e-b35c-a0206bc0aa24,58,58,1500284578894
68,1500285647049,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,61,1500299148922
611,1500286834191,815717e9-cd15-4d4e-b35c-a0206bc0aa24,81,12,1500326385454
1159,1500287270998,d58c3cb9-2543-4258-8695-ac3e310ba3ac,100,4,1500343911627
960,1500289940247,8229e049-dd7a-42d2-b037-3839b23be516,94,14,1500333025262
460,1500313458445,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500313459732
461,1500313461325,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314613954
462,1500314615777,94311892-eecf-4de6-b127-2639da1764a7,12,12,1500314616965
