1.499748126157000039e-01,4.000000000000000222e-01,1.300000000000000044e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.718000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499748126309999874e-01,4.000000000000000222e-01,1.300000000000000044e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.718000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499749088321999935e-01,4.000000000000000222e-01,1.300000000000000044e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.718000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499749107070000032e-01,4.000000000000000222e-01,1.300000000000000044e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.718000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499749108755999982e-01,4.000000000000000222e-01,1.300000000000000044e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.718000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499749165237999893e-01,4.000000000000000222e-01,1.300000000000000044e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.718000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754592590999969e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.718000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754595296000081e-01,4.000000000000000222e-01,1.499999999999999944e-01,0.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.718000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754605026999976e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.727000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754605713000122e-01,4.000000000000000222e-01,1.499999999999999944e-01,0.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.727000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754609540999983e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.727000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754611099000101e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.727000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754611958999950e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.727000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754617575999871e-01,4.000000000000000222e-01,1.499999999999999944e-01,0.000000000000000000e+00,3.499999999999999778e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.630000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754715285999962e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,3.400000000000000244e-01,2.000000000000000111e-01,3.699999999999999956e-01,1.000000000000000056e-01,3.678000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499754942864000018e-01,4.000000000000000222e-01,1.499999999999999944e-01,0.000000000000000000e+00,3.300000000000000155e-01,2.000000000000000111e-01,3.599999999999999867e-01,1.000000000000000056e-01,3.492000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499755178057000093e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,3.099999999999999978e-01,2.000000000000000111e-01,3.599999999999999867e-01,1.000000000000000056e-01,3.750000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499755178745000028e-01,4.000000000000000222e-01,1.499999999999999944e-01,0.000000000000000000e+00,3.099999999999999978e-01,2.000000000000000111e-01,3.599999999999999867e-01,1.000000000000000056e-01,3.750000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499755279897000138e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,3.099999999999999978e-01,2.000000000000000111e-01,3.599999999999999867e-01,1.000000000000000056e-01,3.547000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499755283870000122e-01,4.000000000000000222e-01,1.499999999999999944e-01,0.000000000000000000e+00,3.099999999999999978e-01,2.000000000000000111e-01,3.599999999999999867e-01,1.000000000000000056e-01,3.563000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499755292146000007e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,3.099999999999999978e-01,2.000000000000000111e-01,3.599999999999999867e-01,1.000000000000000056e-01,3.563000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499755367930999950e-01,4.000000000000000222e-01,1.499999999999999944e-01,0.000000000000000000e+00,2.999999999999999889e-01,2.000000000000000111e-01,3.599999999999999867e-01,1.000000000000000056e-01,3.815000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.499755369308999886e-01,4.000000000000000222e-01,1.499999999999999944e-01,1.000000000000000000e+00,2.999999999999999889e-01,2.000000000000000111e-01,3.599999999999999867e-01,1.000000000000000056e-01,3.815000000000000000e+03,-1.223348480000000099e-01,-3.896077350000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
